Prodct,Prodct Id,Question,Answer
Pet_Supplies,B0002AS80C,"i have a 55 gal bow front, it is 36 inches long, 15 inches  wide at the bow and 11 1/2 on the edge. Am i measuring at the correct spots & will it fit?",It is not for bowing tanks.
Pet_Supplies,B0002AS80C,"Will this top fit a tank with these measurements 36.2"" x 18.3"" x 17"" ?","All glass is no longer in business, the best bet is to go to the glass shop and have one cut to fit or use a canopy style hood"
Pet_Supplies,B0002AS80C,"Would it fit a Tetra 40 gallon breeder tank?  If not, what would?","No,  40 gallon breeder tanks have more width.   You need one wider."
Pet_Supplies,B0002ASBBS,Would this be big enough for kittens?,"Yes. It would be big enough for kittens and easy for them to climb into, also."
Pet_Supplies,B0002ASBBS,does it come with a 'metal or plastic' 'cover' for them to sit on?? instead of right on bedding,"No it doesn't,  and it is really necessary"
Pet_Supplies,B0002ASBBS,does it come with a 'metal or plastic' 'cover' for them to sit on?? instead of right on bedding,"No, but most folks make one out of 1/2"" x 1"" cage wire."
Pet_Supplies,B0002ASBBS,What are the dimensions of this product?,"This product is about 12"" long, 9"" high, and 21"" wide. There is a 4"" lip in the front with a 2"" cutout for easy in and out access."
Pet_Supplies,B0002ASBBS,What are the dimensions of this product?,"About 12""x4""(shortest side)x8""(highest side)"
Pet_Supplies,B0002AT3K6,"i have a 6lb bunny, would this cage be able to allow her to stretch out and be comfortable?","No this cage isn't the right size for a medium or large bunny.  As a travel solution, it could do.  But in general it would be best to use an exercise pen such as the Precision Pet 30 in. Ultimate ExPen Black Boxed for a permanent house for any size bunny."
Pet_Supplies,B0002AT3K6,"Is the tray really a huge hassle? Is it difficult to 'slide' it out or to clean it? Only concern at this moment is the problems with the borders, is it THAT much of a big deal?","It is not difficult to slide in and out.  Ease of cleaning depends upon the pet and cleaning product.  Urine calcifies and sticks to the tray, as it will to all plastic and metal surfaces."
Pet_Supplies,B0002AT3K6,can this cage be used for a guinea pig?,no totally to be to be a guinea pig cage
Pet_Supplies,B0002AT464,Has anyone used this on St. Augustine grass?,"Yes and it can get caught in the sideways runs of the ""grass"""
Pet_Supplies,B0002AT464,How to get it to pick up small turds? Did anyone try bending the wires closer and if so did it work? This thing is horrible for small poops but wonderful on large turds.,Get a Bigger dog!
Pet_Supplies,B0002AT464,i know this says grass but will it be good to use with pea rock? Looking for one that picks up poop and not a million little rocks..,anything smaller than gravel will likely fall through. Including smaller nuggets of what you're really after. This works well in snow and i assume grass though i live in New England and haven't seen grass since i purchased this. Your pea pebbles should be safe.
Pet_Supplies,B0002AT464,is this made of plastic anywhere?,"the black end of the handle is a hard plastic, but is it molded and very durable. don't foresee any issues there."
Pet_Supplies,B0002AT464,is this made of plastic anywhere?,"No. It has a rubber grip handle, but even that is over metal."
Pet_Supplies,B0002AT464,is this made of plastic anywhere?,The handle is a very hard durable plastic. One that doesn't tear up your hands.
Pet_Supplies,B0002AT464,is this made of plastic anywhere?,Nope. Sturdy. Metal with grip handle. Awesome product. & price
Pet_Supplies,B0002AT464,is this made of plastic anywhere?,The very top part where the handle is wire they have put a plastic piece over that.I have had nine for 2 yrs now and left it outside and it hasn't fallen apart.this is well made.
Pet_Supplies,B0002AT464,How long is the pooper scooper?,Product dimensions - 29.5 x 5 x 6.1 inches. The prongs that grab the goods like a fork are 5 inches long. Hope that answers your question.
Pet_Supplies,B0002AT464,How long is the pooper scooper?,It's about 3 feet long.
Pet_Supplies,B0002AT464,How long is the pooper scooper?,Hi Lily.  It is 29.5 inches in length.
Pet_Supplies,B0002C7FHM,is the collar large enough for a 200 lb dog?,"It is likely, if it doesn't t it could be spliced in to a collar that does for with some sewing."
Pet_Supplies,B0002DHNLE,Are they hard or soft?,They are a hard treat.
Pet_Supplies,B0002DHNLE,Are they hard or soft?,They're hard (crunchy treats).
Pet_Supplies,B0002DHNLE,Are they hard or soft?,"They are cookies.  Not rock hard, but hard."
Pet_Supplies,B0002DHY5O,does the 30 come with an extension piece for the intake?,There is a small extension included with the 30 gallon size that is not pictured-it adds about 3 inches
Pet_Supplies,B0002DHY5O,does the 30 come with an extension piece for the intake?,Not sure what you mean. What extra piece
Pet_Supplies,B0002DHY5O,Is this a hang on the side of the aquarium filter????,Yes it hangs on the side and needs about 4 inch clearance behind tank from wall.
Pet_Supplies,B0002DHY5O,Does the Tetra Whisper Power Filter 30 have a way to adjust the water flow?,"Yes, you are able to easily adjust the water flow with a dial on the top of the system."
Pet_Supplies,B0002DHY5O,Does the Tetra Whisper Power Filter 30 have a way to adjust the water flow?,yes On the intake pipe at top is a sort of knob turn to adjust flow ---
Pet_Supplies,B0002DHY5O,How high the water should be on a 30 gallon tant,any where between 1 1/2 inches to a 1/2 inch from the top of the tank
Pet_Supplies,B0002DHY5O,How high the water should be on a 30 gallon tant,It should be above the power head full the water as far as you can and put the power head at least 4 inches under the the water.
Pet_Supplies,B0002DHY5O,Is this 5.3 inches wide?,"Dimensions: 8"" X 7"" X 4.25"""
Pet_Supplies,B0002DHY5O,Is this 5.3 inches wide?,"No,its about 4.75 wide x 8.0 length x 7.5 height..great product no issues"
Pet_Supplies,B0002DHY5O,Is this 5.3 inches wide?,top portion is 8 inches the bottom is a little over 6.5 inches
Pet_Supplies,B0002DHY5O,Is this 5.3 inches wide?,Sorry for the delay Yes it is
Pet_Supplies,B0002DHY5O,can i use it in a marine Aquarium,Yes it's Suitable for all aquarium types
Pet_Supplies,B0002DHY5O,can i use it in a marine Aquarium,"yes you can, however most salt water enthusiasts prefer a much bigger filter, and often a sump below or next to the tank to increase biological filtration. Salt environments are more difficult to keep everything at levels the creatures can tolerate and thrive in."
Pet_Supplies,B0002AT4QY,Can you clean the basin in the dishwasher?,No it will melt!
Pet_Supplies,B0002AT4QY,Can you clean the basin in the dishwasher?,"You can clean the basin in the dishwasher, it comes apart into two parts.  The jug however can not be cleaned in the dishwasher."
Pet_Supplies,B0002AT4QY,Can you clean the basin in the dishwasher?,No  just clean it with warm soapy water and rinse well.
Pet_Supplies,B0002AT4QY,can you use other 5 gallon water bottles such as those you use for household water dispensers?,"no! It's only 1 gallon, not 5!"
Pet_Supplies,B0002DIHOQ,is it both for the price or only one,It is for a pair and they work quite well
Pet_Supplies,B0002DIHOQ,is it both for the price or only one,It is for the pair. They are great. Highly recommended.
Pet_Supplies,B0002DIHOQ,"are these sold as a pair or sold as each one? Please dont answer "" yes,""  it doesnt answer the question.",Sold as a pair.  They have worked well for us in a 10 foot aisle.
Pet_Supplies,B0002DIHOQ,"are these sold as a pair or sold as each one? Please dont answer "" yes,""  it doesnt answer the question.","Yes, they are sold as pairs - so you get two."
Pet_Supplies,B0002DIHOQ,"are these sold as a pair or sold as each one? Please dont answer "" yes,""  it doesnt answer the question.",Hi they are sold as a pair. brian
Pet_Supplies,B0002DIHOQ,"are these sold as a pair or sold as each one? Please dont answer "" yes,""  it doesnt answer the question.",They are sold as a pair.
Pet_Supplies,B0002DISI6,Does the large size fit under Southwest Airline seats? Would the medium accommodate a 20 pound Cavalier King Charles Spaniel?,"No the large will not fit under the airline seat. The medium will fit a 20 lb dog but understand that it is not a ""crate"" and your dog will have to lay down."
Pet_Supplies,B0002DISI6,Does the large size fit under Southwest Airline seats? Would the medium accommodate a 20 pound Cavalier King Charles Spaniel?,"No to fit 20 lb dog, you need large an should fit"
Pet_Supplies,B0002DISI6,Does the large size fit under Southwest Airline seats? Would the medium accommodate a 20 pound Cavalier King Charles Spaniel?,Does the large size fit under jet blue seat?
Pet_Supplies,B0002DISI6,Does it fit under the seat on United Airlines,"Yes, it fit under the seat of a Frontier Airlines seat. The wheels definitely make it easier to manage your pet at the airport."
Pet_Supplies,B0002DISI6,Does it fit under the seat on United Airlines,Did not fly United was on Southwest and it fit fine.  It will scrunch down some so that helps.  And it sticks out a little but it was okay.  It doesn't pull well have to keep watch or it goes onto the side and your doing all the work.  But if you keep watch it will be okay.
Pet_Supplies,B0002DISI6,Is this a leather bag?,No it is not leather. It is a sturdy nylon
Pet_Supplies,B0002DISI6,Is this a leather bag?,What are the dimensions of this bag?
Pet_Supplies,B0002DISI6,Is this a leather bag?,"No, it is entirely made of a nice black material"
Pet_Supplies,B0002DISI6,Is this a leather bag?,"No,Fashioned from black quilted nylon."
Pet_Supplies,B0002DISI6,Is this a leather bag?,"No it is not leather, nor should it be.  It would get too hot for your pet."
Pet_Supplies,B0002DISI6,Is this a leather bag?,"No, no part of it is leather."
Pet_Supplies,B0002DISI6,Is this a leather bag?,"No, It's made of a very sturdy nylon. Easy to clean!"
Pet_Supplies,B0002DISI6,What are the dimensions of the carrier?,"Medium is 10.5""H x 11""W x 18"" L."
Pet_Supplies,B0002DISI6,"Would it be fit for a 21,5 pound Scottish Terrier?","a medium carrier might be a little tight, depending how long your pup is.  the heighth should be ok."
Pet_Supplies,B0002DISI6,What is the difference between the large wheeled carrier and the ultimate large wheeled carrier -- besides the price. Thanks for the feedback.,The large will only accommodate a dog up to 15 lbs whereas the ultimate will accommodate a dog up to 20 lbs.
Pet_Supplies,B0002DJ9NY,Does the Cascade 1000 come with a spray bar? And has any one had any serious problems with their Cascade?,"yes this product does come with a spray bar, and i have not had any issues with the one i purchased."
Pet_Supplies,B0002DJ9NY,will this product work with a 40 gallon tank,"yes this would work well for  a 40 gallon aquarium,  the cascade is 1000 recommended for aquariums up t o 100 gallons.  so if you have a 40 gallon i would recommend the cascade 700 this will work great and it will save you money."
Pet_Supplies,B0002DJ9NY,will this product work with a 40 gallon tank,"Yes, it will. It's a little overkill, but it can easily be set up to work with as small a tank as you want."
Pet_Supplies,B0002DK3DE,"How does this product lock?  Is there a separate slide-in insert, or is there a way to lock the hard plastic door flap in place?",There is a separate insert that slides into place from the top down with a locking hinge on the bottom of the insert.
Pet_Supplies,B0002DK3DE,what is the cutout size for the large door?,18.8 x 2.2 x 15.8 inches
Pet_Supplies,B0002E7ITK,will this sink for kuhli loaches?,"yes, but if you have a freshwater fish you need the freshwater formula this is for marine fish."
Pet_Supplies,B0002E7ITK,will this sink for kuhli loaches?,"Absolutely! But feed your other fish first, and kuhli gets his 1 min after. Tyler is right"
Pet_Supplies,B0002E7ITK,will this sink for kuhli loaches?,Yes these are sinking pellets.   But some float too.   As it is disrupted by fish they start to sink.
Pet_Supplies,B0002E7ITK,Would this work for small clownfish?,Depends how small.  The pellet size is 1 mm
Pet_Supplies,B0002E7ITK,Would this work for small clownfish?,The mini pellets are very small. They sink quickly and would probably take some work for smaller fish to consume. If they like to eat off the gravel it may work out ok.
Pet_Supplies,B0002E7ITK,Would this work for small clownfish?,"Yes, i used it for a while before switching to frozen mysis shrimp and both LRS fish and reef frenzy."
Pet_Supplies,B0002E7ITK,Would this work for small clownfish?,The pellets are 1 mm and would be small enough for a small clownfish
Pet_Supplies,B0002E7ITK,Should this be a supplement or can this be the main food?,"A varied diet is always optimal, but you will be fine using this as a main food."
Pet_Supplies,B0002E7ITK,Is this food good for betta fishes?,This food is too big for Bettas small mouths and it also sinks. Bettas prefer food that floats. Do not get this for a Betta.
Pet_Supplies,B0002E7ITK,Are these for freshwater fish also?,This is intended for marine fish. You would be best served with something formulated specificly for fresh water fish.
Pet_Supplies,B0002E7ITK,Do these pellets sink or float?,These pellets sink.  Works great in an auto feeder.
Pet_Supplies,B0002E7ITK,Do these pellets sink or float?,Some sink and some float. Of you want them to sink just pinch it in your hand and submerge it into your tank.
Pet_Supplies,B0002E7ITK,Do these pellets sink or float?,"Sink, some float for a few seconds"
Pet_Supplies,B0002E7ITK,Do these pellets sink or float?,"They sink. Not terribly fast, but when you drop them in most enter the water column and start sinking."
Pet_Supplies,B0002I0GWM,"Is this product grain free? It says no Wheat, Soy, etc","No. It contains barley, oats, and rye"
Pet_Supplies,B0002I0GWM,What size is the kibble?,"They have kibble for small dogs as well as large, the kibble for large is about the size of a large pea."
Pet_Supplies,B0002NNWDW,Is it a sturdy plastic tray?  Not flimsy ?,Just like original pan.
Pet_Supplies,B0002NNWDW,Is it a sturdy plastic tray?  Not flimsy ?,It's sturdy it's worth your money! Way better then buying it in stores and spending more money on the same thing!
Pet_Supplies,B0002NNWDW,Is it a sturdy plastic tray?  Not flimsy ?,it works great. just as good as original
Pet_Supplies,B0002NNWDW,Will this tray work with the Aspen Pet crate?,It should work in any crate as long as you have the correct measurements to match up
Pet_Supplies,B0002QI86U,did you all remove the plastic light cover?  Or is it thin enough to not filter out too much of the uvb?,You need to remove the plastic cover for reptiles.
Pet_Supplies,B0002QI86U,did the tube bulb last long?,Well ive had it over 6 months so far.
Pet_Supplies,B0002QI86U,did the tube bulb last long?,Had it 3 months & still going. They usually go about 6-8
Pet_Supplies,B0002QI86U,"Will these also heat up the enclosure, or is it just for the UVB and no heat?","Strictly UV, not a source of heat for the enclosure.  They might get a little warm, but they are not to hot to touch or anything even when they have been running for hours."
Pet_Supplies,B0002QI86U,"Will these also heat up the enclosure, or is it just for the UVB and no heat?",It will not heat. You need to get a heat lamp also.
Pet_Supplies,B0002VAZUM,"will this carrier break down small enough to put into a 30""x 20' suitcase? Flying empty & plan, to assemble at destination.","The carrier's lid can be set inside of its bottom. When it does so it measures to approximently 20""x28"" If the suitcase is at least 9""deep, it should be able to fit just fine."
Pet_Supplies,B0002VAZUM,What are the dimensions of this dog crate?,Tag has 24x16x14. Would easily fit a small dog or up to a medium size cat
Pet_Supplies,B0002VAZUM,carrier was easily assembled - but what are the four long screws and bolts for?,They are to secure the four corners of the carrier. Through the square holes at the connection between the top and bottom halves of the carrier.
Pet_Supplies,B0002VAZUM,"Need to know the dimensions on the small carrier must be united airline approved, is it?","The small Petmate measures 19""L X 12""W X 10""H.  It is airline approved as long as you use the four little bolts and nuts that should come with the carrier, these fasten the two halves together at the corners."
Pet_Supplies,B0002XUIRK,Coat Does this product have a hole for a harness/leash???  How does it go on..........with velcro???  Product description is inadequate.,What is the 8.8 dimension? from center back down the side???
Pet_Supplies,B0002XUIRK,Coat Does this product have a hole for a harness/leash???  How does it go on..........with velcro???  Product description is inadequate.,What are the dimensions for the XL coat?
Pet_Supplies,B0002XUIRK,Is this made from a manmade 'fabric' os is this really natural shearling?,It's a manmade material (polyester made in China).  Still decent though. Suede seems real and smells like it (can see light & dark color when hand is rubbed across it).
Pet_Supplies,B0002XUIRK,"Can your dog wear this and still do it's ""business"" ?","Yes"". There is only a strap with Velcro under the belly and the back is open. They can do all they need to do with coats on. It is vey cold right now,"
Pet_Supplies,B0002XUIRK,"Can your dog wear this and still do it's ""business"" ?","Yes the second strap is on the chest/stomach region, so there is plenty of space between the strap and dogs privates."
Pet_Supplies,B0002XUIRK,how to know the size,These run a bit larger when you measure as directed.  If in doubt get the smaller size.
Pet_Supplies,B0002ZFNN2,Is the metal brush hard on rug fibers?,"No, it isn't.  It's great for removing the pet hair and leaves no trace on regular carpeting."
Pet_Supplies,B0002ZFNN2,Is the metal brush hard on rug fibers?,No. Love it!
Pet_Supplies,B0002ZFNN2,Can this be used on upholstery?,Wouldn't recommend...would probably tear fabric..tines very sharp. Hope this helps.
Pet_Supplies,B0002ZFNN2,No pets but is this useful for 'sweeping' the carpet before vacuuming?,"Only if you are interested in removing pet hairs or the like, not for general tracked in outdoor debris."
Pet_Supplies,B0002ZFNN2,Does this rake get close to the baseboards?  Wondering if the edge around the 'teeth' keeps the rake from getting wall to wall/super close?,It doesn't get super close.
Pet_Supplies,B0002ZFNN2,Does this rake get close to the baseboards?  Wondering if the edge around the 'teeth' keeps the rake from getting wall to wall/super close?,"It leaves about 1/3"" from the wall or baseboard uncombed."
Pet_Supplies,B0002ZFNN2,Does this rake get close to the baseboards?  Wondering if the edge around the 'teeth' keeps the rake from getting wall to wall/super close?,The teeth do not get all the way to the wall/baseboard and the rake head is at a fixed angle but it does a great job.
Pet_Supplies,B0002ZFNN2,Does the brush load up with hair quickly? and what's the best way to remove what it picks up from the bristles?,Unversal Rug rake is the best!!!! Cleans so easily with a straight edge comb. Check out the Dog and Cat house on YouTube in October for cleaning and safety tips for pets and owners.
