Prodct,Prodct Id,Question,Answer
Beauty,B00014DMQE,How long should you use the 5% cream before moving up to this 10% one?,"Depends on how long you'll get use to 5%, if you can no longer feel the sting of it, i can say your skin is now conditioned and ready for 10%"
Beauty,B00014DMQE,Does this work for wrinkles?,Not really for wrinkles. Really helps the removal of dead skin making skin look more youthful.
Beauty,B00014DMQE,Can this be used on the back to lighten blemishes? Also is this leave on?,"It is a leave on moisturizer.  It can definitely be used on the back though it's purpose is not to ""lighten"" blemished skin. There are other products that lighten skin. Also, salicylic acid is better to fight blemishes. Glycolic acid is great for exfoliating skin and smoothing wrinkles."
Beauty,B00014DMQE,Can this be used on the back to lighten blemishes? Also is this leave on?,Yes it helps blemishes and scars. Yes leave on.
Beauty,B0009OAHVY,Does the perfume come in an Angle perfume box or is it unboxed?,Yes it comes in a Angel box
Beauty,B0009OAHVY,Does the perfume come in an Angle perfume box or is it unboxed?,It does come in an Angel perfume box. Just like you would get at the store.
Beauty,B0009OAHVY,Is this authentic Angel powder by Thierry Mugler in original packaging,"Hi Teresa Yes, it is authentic & comes in original Thierry Mugler packagingStrongly recommended"
Beauty,B0009OAHVY,Is this authentic Angel powder by Thierry Mugler in original packaging,"i dont remember about the packing, but the bottle no name on it just star"
Beauty,B0009OAHVY,Is this authentic Angel powder by Thierry Mugler in original packaging,Yes. The product arrived shrink wrapped in the original box along with product inserts.
Beauty,B0001EKTZQ,Is this Alcohol-based formulas?,"This product isn't alcohol based. It helps hydrate your skin. Use before moisturizers, and even spritz over your make up. You can use it through the day to keep your make up looking fresh and your skin feeling hydrated. Love this product!"
Beauty,B0001EKTZQ,Is this Alcohol-based formulas?,No it is water based with mostly plant extracts and some sodium.
Beauty,B0001EKTZQ,Does it come in a box?,"Yes, This product came in the original Dermatoligica box with insert."
Beauty,B0001EKTZQ,Does it come in a box?,"yes, a brand new one."
Beauty,B0001HA8VS,Is this a 110-220v machine?,The machine is a 110 - consisted with USA electrical grid = hope this is what you asked!
Beauty,B0001HA8VS,What are the dimensions of this unit?  Thanks,You can put one hand in it at a time bending your wrist.  It is good for the money
Beauty,B0001HA8VS,What are the dimensions of this unit?  Thanks,"inside of bowl is 6-1/2"" W by 7/12""L.  Love it!"
Beauty,B0001HA8VS,How long does it take to heat up?,About hour and  half but well worth the wait
Beauty,B0001HA8VS,How long does it take to heat up?,"Nearly 45 minutes for wax to melt completely.  Always have this on a safe, sturdy, place when it is active so no one is hurt by hot wax should machine get tipped over.  Some like to leave it on for convenience's sake but that is not wise, again because of safety issues.  Despite the long wait time, this is an excellent machine.  Your hand fits into it fine and it helps restore some mobility finger with less pain."
Beauty,B0001HA8VS,Is this item include Paraffin wax?,Thanks for asking. This item is inlude the paraffin wax.
Beauty,B0001HA8VS,Is this item include Paraffin wax?,"Yes, the paraffin wax is included."
Beauty,B0001HA8VS,What are the dimensions of this unit?,"It is about 15 long x 10"" wide x 6"" tall"
Beauty,B0001HA8VS,Is the item include wax?,yes and it lasts a long time.
Beauty,B0002JKQ8K,What is the size of the medium rollers?  Jumbo rollers?  Thanks!,"On the medium curler, the area that curls is approximately 1 1/4"" across and it gives a tighter curl. The Jumbo measures about 1 1/2"" across for the curl area and gives a looser curl."
Beauty,B0002JKQ8K,why does the bigger roller say jumbo/large?  which is it?  jumbo or large??,"Hi Sally!  The plastic spools and covers that say ""jumbo/large"" are all the same size.  However, 6 of the sponges are thicker than the other 6 --- about 1/4"" thicker.  You will be able to see and feel the difference.  Hope this helps.   :)"
Beauty,B0002JKQ8K,why does the bigger roller say jumbo/large?  which is it?  jumbo or large??,It has two sized jumbo and large.
Beauty,B0002JKQ8K,"Will they work on chin length, thick hair?  Would like a quicker way to style rather than curling iron or flat iron and would like soft curls.","If you have fine hair they would probably work, but if your hair is on the coarse side they probably won't."
Beauty,B001LQY1X4,Is cool setting on cold air or is the cool setting warm? Is the air on cool setting the same amount of air flow as air fl on hot heat and low heat?,Cool setting is basically just air around you (room temperature). Has the same amount of airflow.
Beauty,B001LQY1X4,Is cool setting on cold air or is the cool setting warm? Is the air on cool setting the same amount of air flow as air fl on hot heat and low heat?,The cool setting blows room temperature air - it has the same air flow as high heat.  Low heat has a lower air flow compared to the two.
Beauty,B001LQY1X4,does this have a defuser,No diffuser.  There are no attachments at all.
Beauty,B001LQY1X4,does this have a defuser,"There are no attachments.  No diffuser.  Has a high, low and cool button with a good area in the range which it blow the air.  Not in that price range.You have to pay more for attachments."
Beauty,B001LQY1X4,Does it have any loop that you can hang the dryer on a hook?,Oh it does have a a small loop. Just checked that for you.
Beauty,B001LQY1X4,What are the two heat settings - does it indicate the figure - like 500 & 750?  Or is it just listed as high/low or hot/warm?  Thanks!,"It has cool, high, off and low."
Beauty,B001LQY1X4,does it work for europe electrica current if shifter? or just for america?some work for both sides,"it can.  you will need an international plug adapter from USA to European.  they have them here on amazon with amazon prime.  here's one:  International plug adaptor for use in Continental Europe. -- for under five dollars, and you can buy them even more cheaply on ebay."
Beauty,B0006PS3G2,The size given is obviously how big the package is.  How big are the emery boards themselves?  Are they good for more than one use?,"They are mini purse sized, thick ones though like the large ones, not cheap and flimsy like the little orange and tan ones. Loved them!!!"
Beauty,B0006PS3G2,is this as fine as the Sally Hansen fine? i need very fine grit please and thanks!,"yes, these are very fine. They are two sided. The light pink is for filing, the dark pink side is for buffing. These are not tough enough for pedicure's."
Beauty,B0007Y5C52,is this good for callused feet?,Don't think so unless the calluses are quite thin.
Beauty,B0007Y5C52,is this good for callused feet?,"Yes, it is good for callused feet.  Continued use has helped skin stay much smoother."
Beauty,B0007Y5C52,"some tools require you to hold the power button while its working, does this one?","No, just push the power up to the top."
Beauty,B0007Y5C52,"some tools require you to hold the power button while its working, does this one?",No. Just turn it on with the button and use it normally.
Beauty,B0007Y5C52,How do you order replacement parts?,Haven't had to replace any parts.
Beauty,B0007Y5C52,How do you order replacement parts?,The set came with order information for parts.
Beauty,B0007Y5C52,Can this device be used to file cuticles that are hardened?,"Yes, you can use the silver cone shaped extension that comes in the little plastic bag it's sent with."
Beauty,B00092M386,how long does it take to dry regular nail polish?,About 2-3 minutes per hand
Beauty,B00092M386,what size is the nail dryer,"This nail dryer is ONLY for (1) one hand. It does work good but it would be easier to have two of these, one on each side or a two handed hand dryer."
Beauty,B00092M386,what size is the nail dryer,"small- about 8"" tall.... about the size of alarge, three wick jar candle."
Beauty,B00092M386,what size is the nail dryer,"Hello - The nail dryer is about 7 inches long, 4 1/2 inches wide and 5 inches tall."
Beauty,B00092M386,what size is the nail dryer,This was a Christmas gift sorry do not know answer
Beauty,B00092M386,"When hand is placed under dryer does it have a sensor that automatically comes on when hand is placed under dryer, or the switch has to be turned on each time?",You have to turn the switch on the dryer each time you use it.
Beauty,B00092M386,"When hand is placed under dryer does it have a sensor that automatically comes on when hand is placed under dryer, or the switch has to be turned on each time?",You have to move the switch that you see in the picture of the product.  It's the black button on the silver body...a cinch to use.
Beauty,B00092M386,"When hand is placed under dryer does it have a sensor that automatically comes on when hand is placed under dryer, or the switch has to be turned on each time?",There is no auto on/off on this dryer.  You must turn the switch on for either heated or cold fan and turn it off after each use.
Beauty,B00092M386,"This isn't available on Amazon.co.uk.  Would this work on 240V if the plug was rewired, or perhaps still work with a travel adapter?",It wasn't powerful enough and hot air bubbled polish put the machine in garbage
Beauty,B00092M386,"This isn't available on Amazon.co.uk.  Would this work on 240V if the plug was rewired, or perhaps still work with a travel adapter?",Machine had hot air made polish bubble .put machine in the garbage .didn't have enough power
Beauty,B00092M386,it is work 220 or 110 V?,It works with 110 Volts
Beauty,B00092M386,It is work 220 V?,"works great,plugs in at home,quiet"
Beauty,B00092M386,It is work 220 V?,"No, it's not 220V. You simply plug it into a standard household electrical outlet. Hope this helps."
Beauty,B00092M386,Is it battery powered?,No. It's electric.
Beauty,B00092M386,Is it battery powered?,"No it's not, but it has a very long cord."
Beauty,B00092M386,Is it battery powered?,No electric w long cord
Beauty,B00092M386,Is it battery powered?,"No it isn't, you have to plug it in. Having a plug allows it to be a little more powerful than it would be if it ran on batteries."
Beauty,B00092M386,Is the hand dryer electric or battery operated?,This is a electric dryer
Beauty,B0009DT39W,how hot does this get?,"If you put it on your hand you feel it's warm, but you won't get burn!"
Beauty,B0009DT39W,how hot does this get?,gets hot. waste of money.does not work!
Beauty,B0009DT39W,How does this compare to other heated curlers?,Other products curl the lash and this one is held against the lash for a few seconds to give it shape. It is works better if you have product on your eye lashes.
Beauty,B0009HIFRY,"Does it make blonde, color-treated hair look brassy or does it NOT change the color?",It doesn't change the hair color.
Beauty,B0009HIFRY,is it for thin hair,Yes - i have thin hair.  Love it!
Beauty,B0009HIFRY,is it for thin hair,It's for all hair types!
Beauty,B0009HIFRY,is it for thin hair,It works for either thin or thick.
Beauty,B0009HIFRY,is it for thin hair,This is for all hair types.  It is just a leave in spray type conditioner.
Beauty,B0009HIFRY,is it for thin hair,yes - it is not heavy.  Love it!
Beauty,B0009HIFRY,does this product has alcohol,"ingredients are as followed.Water, Cyclomethicone, Simmondsia Chinensis (Jojoba) Seed Extract, Equisetum Arvense Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Helianthusannuus (Sunflower) Extract, Arnica Montana Flower Extract, Algae Extract, Phenyltrimethicone, Amodimethicone, Poliquaternium- 16, Keratin Amino Acids, Wheat Amino Acids, Silk Amino Acids, Dimethicone Copolyol, Panthenol, Etrasodium Edta, Citric Acid, Benzophenone-4, Fragrance, Imidazolidinyl Urea, Methylchloroisothiazolinone, Methylisothiazolinone, Blue 1, BCC12-Base"
Beauty,B0009HIFRY,does this product has alcohol,alcohol is not listed as an ingredient
Beauty,B0009HIFRY,does this product has alcohol,Alcohol is not listed as an ingredient.
Beauty,B0009HIFRY,does this product has alcohol,"No alcohol. The first 3 ingredients are water, cyclomethicone, jojoba seed extract. There is a long list of ingredients. Most are seed and plant extracts."
Beauty,B0009I4M02,How do you use this product on short fine hair?,"Apply after shampoo and towel drying hair.  Squirt a small amount on fingertips, rub your fingers together and work into hair from base to ends."
Beauty,B0009I4M02,Is this product a gel or a cream. They discontinued Bed Head gel.,"It is a white creamy, gel like lotion"
Beauty,B0009I4M02,Is this product a gel or a cream. They discontinued Bed Head gel.,The product is a cream.
Beauty,B0028BH9RQ,Why does the picture show 3.4 oz/ 100 ml? when the product description says 6.7 oz?,Means nothing. Picture not always what's sold. If description is 6.7 oz and u purchase 6.7 that's is what will be sent
Beauty,B0028BH9RQ,is edp or edt?,What are you referring to
Beauty,B0028BH9RQ,is edp or edt?,It is EDT. Says so in the description. Most Men's are EDT.
Beauty,B0028BH9RQ,Is this cologne actually legit? Im about to purchase but im skeptical with all of the mixed reviews.,"Yes it is real, 100%... The imitation goes for $5 max"
Beauty,B0028BH9RQ,Is this cologne actually legit? Im about to purchase but im skeptical with all of the mixed reviews.,Yes it is real.
Beauty,B0028BH9RQ,They are original perfumes or are copies? see every publication that does not last long the smell or packaging this DEFECTIVE or not comes with its se,It is the real stuff
Beauty,B0028BH9RQ,"So, is this the real thing or fake?",What is this about?
Beauty,B000BCC0R8,what is the difference between the perfume and the toilette spray,The eau de perfume has more sillage (smells stronger and will last longer) than the eau de toilette.
Beauty,B000BCC0R8,what is the difference between the perfume and the toilette spray,Perfume is stronger than the toilette spray!
Beauty,B0009R14XQ,Is this a self tanner that you do not have to be in the sun or do i put it on and have to tan with the sun?,"No,it isn't. This is to put when you are under the sun and want to get tan with some level a protection ."
Beauty,B0009R14XQ,Is this a self tanner that you do not have to be in the sun or do i put it on and have to tan with the sun?,"It is not a self tanner, it only lightly bronzes the skin when you put it on. You would have to tan in the sun."
Beauty,B0009R14XQ,"Does this turn your skin ""bronze"" immediately in a noticeable way or do you need to also buy the intensifier version to use on top of this spray gel ""","Yes, but it is not super dark. It does give you a nice even light color immediately. You may need the intensifier if you want to look really tan quickly."
Beauty,B0009R14XQ,can i use in a tanning bed?,Yes you can. It works very well
Beauty,B0009XH6UU,Where is the hair dryer made?,"This hair dryer was ""Made In China""."
Beauty,B003981CVQ,Does the cord have a ground fault plug in?,"No, it does not."
Beauty,B0009XH6UU,"What are the dimensions of the unit, not counting the cord?",From the bottom of the handle where the cord attaches to the top of the dryer it is 7 3/4 inches and from the nozzle to the back of the dryer it is 8 inches.
Beauty,B0009XH6UU,"What are the dimensions of the unit, not counting the cord?",Note first it is not foldable. Then each arm is about 20 cm long and 7 cm thick.
Beauty,B0009XH6UU,"What are the dimensions of the unit, not counting the cord?","It is light and easy to use. 7.5"" each arm. Great for travel."
Beauty,B0009XH6UU,"Hi, what is the cord length?","Cord is 66"" plug to dryer."
Beauty,B0009XH6UU,"Hi, what is the cord length?",The cord is approximately 71 inches long.
Beauty,B0009XH6UU,"Hi, what is the cord length?",The cord is a little over 5' long.
Beauty,B0009XH6UU,what is the warranty?,"On the box, the warranty is listed as 5 years."
Beauty,B0009XH6UU,what is the warranty?,"It says a 60 month limited warranty - if it fails to operate under normal household conditions, they will replace the unit without cost to the consumer for parts and labor.Hope this helps."
Beauty,B000B8IEB8,Will this work on the smith sharper? It looks like they have the same rod.,"The theory of both sharpeners, is to create a fixed angle with which to apply to the blade. In other words, probably to avoid copyright infringement, they both do the same thing with differences in hardware. Modifications would be possible; it would be like trying to swap parts from a Chevy to a Mopar. Possible, but not without effort."
Beauty,B000B8IEB8,Will this work on the smith sharper? It looks like they have the same rod.,"Yes, it will work just fine, but you'll need to use a Lansky guide rod with it.  The rods are a bit different.Lansky Sharpeners 5 Four Extra Guide Rods For the Lansky Sharpening Kits"
Beauty,B000B8IEB8,Does it comes with the guide rod?,"Nope, sure doesn't."
Beauty,B000B8IEB8,Does it comes with the guide rod?,No just the stone like you see in the picture
Beauty,B000B8IEB8,Does this (or leather strop) remove blade material like the rest of the hones in the Lansky set?,"Yes it does, but a verysmall amount. Enough to putan amaxing edge on a blade."
Beauty,B000B8IEB8,Can anyone confirm the grit on this Super Sapphire Polishing Hone? Should it be used before or after the yellow Super-Fine 1000 grit stone?,It's the last stone used before the leather..
Beauty,B000GHWST8,about to buy.. still questioning if the product is authenthic?,The product is authentic and smells fabulous.
Beauty,B000GHWST8,about to buy.. still questioning if the product is authenthic?,NO it is NOT!!
Beauty,B000GHWST8,Is this a SPRAY bottle of the 1.07 oz Calvin Klein Euphoria eau de parfum?,This is the 3.4 oz bottle thought
Beauty,B000GHWST8,Is this a SPRAY bottle of the 1.07 oz Calvin Klein Euphoria eau de parfum?,"yes, and this is an excellent bargain!!!"
Beauty,B000GHWST8,is this perfume for woman?,Yes. It's amazing.
Beauty,B000GHWST8,is this perfume for woman?,Yes. Although the scent isn't overly effeminate
Beauty,B000GHWST8,Seller is this 3.4oz item that your selling the AUTHENTIC Euphoria?,yes. This is authentic.
Beauty,B000BJ1CGQ,Is this battery operated or does it have a cord?,It plugs in. That's actually the nice thing about this; even if you forget it on high for a while it wont' burn the wax. You are supposed to have it on high for 5 minutes and then maintain it on low for as long as you use it.
Beauty,B000BJ1CGQ,what is the best wax to use?,"easy, simple setup. Wax is soft wax. easy to use"
Beauty,B000BKXGXW,is this rhassoul clay?,"No, it's red Moroccan clay."
Beauty,B000BKXGXW,is this rhassoul clay?,"Yes it is. It is known as Red Clay, Red Moroccan Clay, Ghassoul Clay and Oxide Clay. Just different names for one thing."
Beauty,B000BKXGXW,is this rhassoul clay?,Yes! Moroccan Red Clay/Red Clay/Rhassoul Clay are the same clay consisting of the natural mineral silicate.
Beauty,B000BKXGXW,Is this product vegan friendly/cruelty free?,Im not sure its clay
Beauty,B000C1UFGG,Is this Organza the real thing or a fake?,"100 percent real, just make sure you are purchasing the perfume that says"" sold by and ships from Amazon"""
Beauty,B000C1UFGG,Is the original Organza by Givenchy or a fake ?,"Do not buy! FAKE!!!,"
Beauty,B000C1UFGG,Is this a spray?,Yes this is a spray
Beauty,B000C1UFGG,Is this a spray?,Yes it is a spray and it is a beautiful fragrance
Beauty,B000C1UFGG,Is this a spray?,"Hi,Thank you for your interest. If It's a mini size. It's not. But It's a regular size. It's a spray bottle. Hope to hear from you soon.Regards,E.F.Co."
Beauty,B000C1UFGG,Is this a spray?,Hello thank you for your e mail. This would be a spray
Beauty,B000C1UFGG,"Would you please explain this disclosure ""Packaging for this product may vary from that shown in the image above"" Are you selling tester bottles?",It is exactly the same.
Beauty,B000C1UFGG,"Would you please explain this disclosure ""Packaging for this product may vary from that shown in the image above"" Are you selling tester bottles?",Sellers are not allowed to sell perfume tester bottles on Amazon.
Beauty,B000C1UFGG,Is this a knock off?,It is the real thing
Beauty,B000C1UFGG,Is this a knock off?,"no, this is the real thing."
Beauty,B000C1Z1JM,why would the packaging be different?  Is it the same product or an imitation.,"Donna, packaging of this product is not different from usual. But they have other fragance, Chrome, with a grey/silver package..."
Beauty,B000C1Z1JM,Is this the lotion or the cream aftershave?,It is a liquid aftershave with a wonderful aroma.
Beauty,B000C1Z1JM,Is this the lotion or the cream aftershave?,Lotion.  A very nice cologne!
Beauty,B000C1Z1JM,Is this the lotion or the cream aftershave?,This is the spray cologne
Beauty,B000C1Z1JM,Is it an original product? Thanks!!,It is not only the original product it's is a great deal; i have been using Azzaro for over 30 years and i can be any happier. for the price i pay for this big bottle is what i used to pay for the for a smaller size. and i about to re order.
Beauty,B000C1Z1JM,Is it an original product? Thanks!!,It appears to be so (and smells authentic).
Beauty,B000C1Z1JM,name of product says its a cologne ..... is it a cologne or Eau De toilette (EDT),"It's EDT, but with excellent fixation."
Beauty,B000C1Z1JM,name of product says its a cologne ..... is it a cologne or Eau De toilette (EDT),Eau De toilette (EDT)
Beauty,B000C1Z1JM,name of product says its a cologne ..... is it a cologne or Eau De toilette (EDT),It was Eau De Toilette(EDT)
Beauty,B000C1Z1JM,name of product says its a cologne ..... is it a cologne or Eau De toilette (EDT),"hi, its and edt."
