Prodct,Prodct Id,Question,Answer
Musical_Instruments,B0002BACB4,can it be connected with PC,"not directly, no.  It is designed with a standard low impedance XLR connector.  It would need additional circuitry to go from low impedance XLR to USB, Firewire, Thunderport, etc."
Musical_Instruments,B0002BACB4,can it be connected with PC,i have not tried that
Musical_Instruments,B0002BACB4,can it be connected with PC,i don't know haven't tried that
Musical_Instruments,B0002BACB4,What is the difference between the 58 and this one (the BETA 58A)?,"the 58A is a little ""hotter""..more responsive.  It has a nice warm tone and boosts the voice."
Musical_Instruments,B0002BACB4,What is the difference between the 58 and this one (the BETA 58A)?,"Similar to an apple cider to a champagne....  One cannot tell from a mere looking until tasted tried the Beta 58A, which is much better in the singing sound quality."
Musical_Instruments,B0002CZUTW,why the cherry brust model has 4 kind of buttons or something xd and de other models just has 2 and the switch ?,Because they are showing you a picture of a different guitar. When you roll the mouse over the black one or the Vintage sunburst they are showing you a Epiphone ENL2EBCH4 Solid-Body Electric Guitar. They are less money then the LP-100's
Musical_Instruments,B0002CZUTW,why the cherry brust model has 4 kind of buttons or something xd and de other models just has 2 and the switch ?,A little more versatility separate volume and tone controls for each pickup.
Musical_Instruments,B0002CZUTW,why the cherry brust model has 4 kind of buttons or something xd and de other models just has 2 and the switch ?,"It's due to the fact that some guitars can alternate between treble and rhythm, or rhythm and lead. Depending on what you place the switch on is what you'll hear.Say for example lead is above and rhythm is below you choose lead well you'll only hear the upper nobs's volume, and below for rhythm adjusting them will make your guitar sound different on an amp"
Musical_Instruments,B0002CZUTW,Does the guitar stay in tune?,Depends on the weather otherwise is been great.
Musical_Instruments,B0002CZUTW,Does the guitar come with strings?,It comes with stings on it but not extra ones
Musical_Instruments,B0002CZVXM,will these fit on a Epiphone Les Paul,yep. its a tich bulky but its worth it to have your strap stay in place
Musical_Instruments,B0002CZVXM,Will the strap ends work on a thick leather strap like a Walker/ Williams premium?,"They should, but you need a tool to help squeeze it on."
Musical_Instruments,B0002CZVXM,do these fit acoustic guitars as well as electrics?,Yes.  As long as the acoustic does not use the rear strap connector as the connection point for a cord to an amplifier.
Musical_Instruments,B0002CZVXM,Any idea what size screw these use?,"Yeah, you just use whatever screws that currently hold down your strap buttons and it works perfectly!"
Musical_Instruments,B0002CZVXM,Will these work with (without any drilling) epiphone sg g-400?,"While you can probably get it in there with some elbow grease, you really should drill out the holes just a little to make sure you don't crack the wood."
Musical_Instruments,B0002CZVXM,Will these work with (without any drilling) epiphone sg g-400?,All you have to do is unscrew the existing screws for the strap and screw the new ons on.
Musical_Instruments,B0002CZVXM,Will these work with (without any drilling) epiphone sg g-400?,If you have any previous strap hooks then no otherwise you'll need to drill them in.
Musical_Instruments,B0002D01JA,will this case fit an epiphone pr200?,The Epiphone Dave Navarro Signature Acoustic Electric Guitar sold by Amazon fits perfectly in this case.
Musical_Instruments,B0002D01JA,"Product Details says Model is ""940-EDREAD"". Epiphones website case fitment chart says 940-EDREAD fits the AJ-100/CE and DR-212 both. Anyone concure?","Yes, that's correct. Thanks Gary."
Musical_Instruments,B0002D01JA,will this case fit an epiphone hummingbird pro?,"Yes, it was purchased for a Dove; the Hummingbird is the same size."
Musical_Instruments,B0002D01JA,Will this fit a DR-500MCE? Thanks.,Fits Epiphone Texan square shoulder like s glove.
Musical_Instruments,B0002D01JA,will it fit a dr 500 mce,"Yes, it will according to Epiphone case fitment site.http://www.epiphone.com/Products/Cases.aspx"
Musical_Instruments,B0002D01JA,will it fit a dr 500 mce,Don't Know? Not Likely.
Musical_Instruments,B0002D01JA,"does this come with a key? doesn't mention it in the description, looks like it has a key hole in one of the pictures","Yes, it comes with a key. Key is about 1 3/8"" long."
Musical_Instruments,B0002D01JA,"does this come with a key? doesn't mention it in the description, looks like it has a key hole in one of the pictures",It does not have a key.
Musical_Instruments,B0002D0CQC,How is this stuff on Bass strings? Thanks people!,"Don't see why it wouldn't work. It cleans the strings, brightens the tone and conditions the fingerboard. Should work equally well on any steel string instrument."
Musical_Instruments,B0002D0CQC,How is this stuff on Bass strings? Thanks people!,"Works well, especially on new round wounds..."
Musical_Instruments,B0002D0CQC,Can this product use with violin?,Yes definitely!! It will help keep your strings and fret board clean and also make for smoother transitioning while playing!!
Musical_Instruments,B0002D0KG4,"Does it come with a rack mount, and how wide is it?","No rack mount. If you took 4 CD cases and stacked them, that's about the size it."
Musical_Instruments,B0002D15K4,is this recorder coming with any cases?,"Yes, a pliable plastic case. Nothing fancy, but it does the trick!"
Musical_Instruments,B0002D15K4,How many days will be get this item with standard shipping ? Ships to 90277,"Hi, around 4 days!"
Musical_Instruments,B0002D15K4,How many days will be get this item with standard shipping ? Ships to 90277,"For any purchases fulfilled by West Music with standard shipping, it generally takes about one week for shipping from Iowa to California."
Musical_Instruments,B0002D15K4,Does it come with a plastic case or sleeve?,"Yes, there is a plastic sleeve and a small instruction sheet."
Musical_Instruments,B0002D15K4,Does it come with a plastic case or sleeve?,It comes in a sleeve.
Musical_Instruments,B0002D15K4,Does it come with a plastic case or sleeve?,The come with a sort of plastic sleeve. It's plenty of protection for the instrument since it's not very fragile.
Musical_Instruments,B0002D15K4,Does this recorder have baroque fingering?,"Yes, it does. :-)"
Musical_Instruments,B0002DNUKC,Is there a wireless remote available for the Mister Kool fogger?,"This fogger not include a wireless remote, but is available to purchase."
Musical_Instruments,B0002DNUKC,Does anyone know if dry ice could be used??,"Yes, you can use either dry ice or regular ice"
Musical_Instruments,B0002DNUKC,can this be used outside?,Only if it's cold outside. Low lying fog will rise eventually and even more so when the temp is high.
Musical_Instruments,B0002DVB6W,How long will a set of these strings last with 1-2 hours daily regular practice please?,"Really depends on how you play (how you strum, type of pick you use). Should get a solid month or two if you aren't rough on your strings."
Musical_Instruments,B0002E36OQ,Does this come with an oboe fingering option?,"No, it has no oboe fingering option. It only has 3 sax style and 1 flute style."
Musical_Instruments,B0002E36OQ,Does this come with an oboe fingering option?,The WX5 has three saxophone fingerings and one recorder flute style fingering.I don't know anything about oboe fingerings.
Musical_Instruments,B0002E36OQ,Does this come with an oboe fingering option?,"No, the WX-5 has fingerings for Sax (a,b,c) and Flute only"
Musical_Instruments,B0002E36OQ,How does the MIDI signal get out?  Is it a 5 pin DIN or something more compact?  How big of a hassle is the cable when used on stage?,From the wx5 there are 2 output available 1 is 5pin DIN and special output for vl70m (cable provided in box) . On stage  its only 1 standard audio cable like guitar or bass cable out from vl70 to mixer or amp.
Musical_Instruments,B0002E36OQ,How does the MIDI signal get out?  Is it a 5 pin DIN or something more compact?  How big of a hassle is the cable when used on stage?,"It accommodates a DIN 5 pin standard MIDI cable, and also supports a narrow Yamaha cable that connects to their VL70m monophonic sound module. This Yamaha cable has a locking ring that the MIDI DIN does not, which makes the wind synth and  W70m a fine combination for live performances, especially since the module natively supports all of the breath control and lip control features of the WX-5."
Musical_Instruments,B0002E4ZIW,"This oil ""SuperSlick KRO Key Rotor Oil"" is proper for Saxophones?",Rotor oil is for brass instruments that have rotary valves like French horns and some tubas. You can use it like regular valve oil on piston valve instruments like trumpets.
Musical_Instruments,B0002E4ZIW,can it be used on saxophone?,Bought it for saxophone.  Needle tip workd.
Musical_Instruments,B0002E528E,Does the seat swivel?,"Yes, full 360 degree swivel in place."
Musical_Instruments,B0002E528E,does the seat come off the shaft for transport?,Yes it is removable for transport! Just a bolt and wing nut holds it in place.
Musical_Instruments,B0002E528E,does the seat come off the shaft for transport?,"Yes it does, it has a keeper screw you can untwist and remove it..."
Musical_Instruments,B0002E528E,does the seat come off the shaft for transport?,"Yes, the padded seat can be removed easily from the tripod base."
Musical_Instruments,B0002E528E,What is the weight limit?,"the weight limit is around 225 lbs .ive bought this seat which by the way is made in china,of course, and i weigh 200 lbs and it turns easily .the structure of the seat is very strong . i would recommend it"
Musical_Instruments,B0002E528E,How wide is the seat?,"hi rich, the seat is 12 inches wide, the thickness of the seat is 3 inches of cushy foam and the max height is 21 inches. although its made in china i found this seat pretty sturdy and of good construction definitely would recommend this chair for its price tag is affordable and well made.."
Musical_Instruments,B0002F5792,What is the total length ?,"35 inches including the strap holder knob on the end, 34 without it"
Musical_Instruments,B0002F5792,What is the total length ?,The total length is 34.5 inches!
Musical_Instruments,B0002F5792,What is the total length ?,It is 34 inches long.
Musical_Instruments,B0002F5792,Where is this product made?,"Hello Made in Mexico by Martin, Thanks 8thstreet Music"
Musical_Instruments,B0002F5792,Is this guitar suitable for a child?,It is absolutely ideal for a child because of its small size .  Furthermore it's constructed to last a lifetime it's a really nice instrument ...
Musical_Instruments,B0002F5792,Is this guitar suitable for a child?,"That is mostly dependent upon the age and frame of the child. The guitar is 3/4 scale, so it would be more appropriate potentially than a full scale."
Musical_Instruments,B0002F5792,Is this guitar suitable for a child?,This is a great little guitar and would be perfect for a child! The small size of it would help him/her manage it better! It sounds really nice as well! Good luck!
Musical_Instruments,B0002F5792,Is this guitar suitable for a child?,"As others said, the upside to it being laminate is that its very very durable!"
Musical_Instruments,B0002F5792,Does it come with a guitar strap?,"No, it doesn't come with a strap."
Musical_Instruments,B0002F5792,Does it come with a guitar strap?,not unless you order it separately
Musical_Instruments,B0002F5792,does this guitar includes a case?,"In the title it says ""with padded gigbag"""
Musical_Instruments,B0002F5792,does this guitar includes a case?,It comes with a gig bag soft case
Musical_Instruments,B0002F73Z8,What is the difference between 5A and 5B? Wider? Heavier? Thanks.,5Bs are wider and a little heavier than 5As. Oak is heavier and harder than maple.
Musical_Instruments,B0002F73Z8,What is the difference between 5A and 5B? Wider? Heavier? Thanks.,"""A"" for Orchestra/Jazz/Acoustic settings, ""B"" for Band and ""S"" for Street (Marching)"
Musical_Instruments,B0002F73Z8,What is the difference between 5A and 5B? Wider? Heavier? Thanks.,If you google the two you will find one is better for rock and roll.. i'm not sure which tho
Musical_Instruments,B0002F73Z8,Are these wooden tip drumsticks or nylon?,These are wood tip sticks. They also are available with nylon tips.
Musical_Instruments,B0002F73Z8,Are these wooden tip drumsticks or nylon?,These sticks are all wood. And they are great sticks at that.
Musical_Instruments,B0002F73Z8,Are these wooden tip drumsticks or nylon?,"wood, what so you expect for beginner sticks?"
Musical_Instruments,B0002F7KGK,How many drums come with this order? Three (3) or one? Thank you!,The order only comes with one of the size that you specify. Hope that helps you. Randy C.
Musical_Instruments,B0002F7KGK,How many drums come with this order? Three (3) or one? Thank you!,One...but it is a very nice drum..worth the pricew
Musical_Instruments,B0002FDKIW,can you connect this to 4 channel dj amp,This is only for two cannel stereo operation. (R-L) You would need two units to do 4 channel. (front R-L) (Rear R-L)
Musical_Instruments,B0002FDKIW,can you connect this to 4 channel dj amp,"This model has Rca and 1/4"" inch plugs for both channels. It should work fine. Great upgrade to your sound!"
Musical_Instruments,B0002FDKIW,can you connect this to 4 channel dj amp,No-the 482i us only 2 channel.  2 of them would work.
Musical_Instruments,B0002FDKIW,can you connect this to 4 channel dj amp,You would need to buy 2.
Musical_Instruments,B0002FDKIW,can you connect this to 4 channel dj amp,"No. Its only a 2 channel unit. Ch 1 and 2 have 1/4in inputs and outputs as well as rca inputs and outputs. You can only use one kind of inputs. So if you're using the 1/4in inputs/outputs, the rca inputs/outputs won't work and vice verse."
Musical_Instruments,B0002FDKIW,Is the only difference between this 482i and the 382i unit that this one is stereo?,"The 382i offers ganged unbalanced 1/4"" stereo I/O; the 482i has independent unbalanced 1/4"" I/O, good for semi-pro uses not requiring balanced jacks."
Musical_Instruments,B0002FDKIW,Is the only difference between this 482i and the 382i unit that this one is stereo?,"No, the 482i has Metal Film Resistor's, which makes it a much quieter unit than the 382i."
Musical_Instruments,B0002FDKIW,"Apart from the Sub output, is there any other difference between this and BBE 382i-SW 2 Channel Sonic Maximizer with Subwoofer Output Control?","Not really, just the microprocessor 382 in the case of generation ) the 482i is the 4th generation. For the rest are identical ."
Musical_Instruments,B0002FDKIW,does it run on 220Volts or 110Volts? please,"it can use both. it has a little switch on the back. in one position (it's marked), it can run on 100-120 volts (@ 60 Hz.). in the other, it can run on 220-240 volts (@ 50-60 Hz.). you need a screwdriver to move the switch."
Musical_Instruments,B0002FDKIW,This Unit is 220V?,"Yup, can use in regions with 220-230V"
Musical_Instruments,B0002FDKIW,can this be used with a home audio receiver and dvd/cd player? if so what would i need to purchase to get it to work?,"Just RCA cables, hook your components into the bbe and the bbe into the receiver."
Musical_Instruments,B0002FOXD8,the description says it only has 4 mic pre amps. but the XLR inputs for Ch 5/6 and for 7/8 say 'MIC'. will dynamic mics work on these last 2 inputs?,Yes 5/6 and 7/8both can hold Mics..so in total you could have 6 mics connected at the same time....
Musical_Instruments,B0002FOXD8,Can this mixer be used on a Linux based Computer rather than PC or MAC?,Yes its not digital its analog
Musical_Instruments,B0002FOXD8,"does it come with warranty papers, software and power cord?",Yes it comes with a warranty papers  it doesn't come with software (THIS IS NOT A DIGITAL MIXER). And yes it comes with a power cord . For the price you can't beat it  a awesome little MIXER
Musical_Instruments,B0002FOXD8,"does it come with warranty papers, software and power cord?","This is not a usb mixer so it does not come with software, it does come with all necessary papers. It does come with the cord."
Musical_Instruments,B0002FOXD8,"does it come with warranty papers, software and power cord?","1 year waranty, power cord n booklet.Not aware of computer interface or software latest maybe has."
Musical_Instruments,B0002FOXD8,"does it come with warranty papers, software and power cord?",It does not interact with a computer. It does come with an AC power cable and all documents.
Musical_Instruments,B0002GJI3C,What is phantom power?,"Phantom power is a power supply used to power condenser mics. The standanrd voltage on phantom power is 48v, but some mics may vary."
Musical_Instruments,B0002GJI3C,What is phantom power?,"Phantom power is the 48V power required for condenser mics like these to work. It's usually supplied by a mixer, preamp, or audio interface and carried through standard XLR cables. You'll need to check that whatever you connect these mics to provides phantom power."
Musical_Instruments,B0002GJI3C,What is phantom power?,It's something required for the microphone to work. Use an audio interface with phantom power on it.
Musical_Instruments,B0002GJI3C,What is phantom power?,You need to power the mics with an interface
Musical_Instruments,B0002GJI3C,What is phantom power?,It is this type of microphone needs a power source 18v. Called phantom power.
Musical_Instruments,B0002GJI3C,What is phantom power?,"It is a 48 volt electric current that comes from the interface, usually labeled ""48v."" It is needed for condenser mics such as these due to the type of transduction. Dynamic mics such as the Shure SM57 do not need phantom power because their transducers don't use electricity."
Musical_Instruments,B0002GJI3C,Does this have a usb port? cause the same exact model at Guitar Center says yes but the question above says no,No USB It also requires phantom power
Musical_Instruments,B0002GJI3C,Does this have a usb port? cause the same exact model at Guitar Center says yes but the question above says no,"No, it only has connectors for XLR."
Musical_Instruments,B0002GJI3C,Does this have a usb port? cause the same exact model at Guitar Center says yes but the question above says no,"This model does not have usb port, but they do sell a mxl 990 with ausb port seperatly its 990-usb it cost around the same as this set on amazon."
Musical_Instruments,B0002GJI3C,Do both of these use male to female XLR?,Yep. standard XLR cable for both mics
Musical_Instruments,B0002GJI3C,Do both of these use male to female XLR?,Yes. You need phantom power for both
Musical_Instruments,B0002GXPYA,will this dean markley pro mag fit perfectly with dreadnought design sound holes? mainly vintage dreadnought sound holes...thanks!,"It fits the standard 4"" sound hole which most guitars have."
Musical_Instruments,B0002GXPYA,what size hole does it fit ?,"Pretty much any!  If you have a really small sound hole (like on a half size guitar) you can cut the rubbers down on each end to fit even that.  Probably not reconmended by Dean Markley, but doable."
Musical_Instruments,B0002GXPYA,what size hole does it fit ?,"It fits into the sound hole. They are all the same size unless you have some unusual instrument like a 4 string. It isn't meant for ukeleles , mandolins, or other smaller instruments."
Musical_Instruments,B0002GZM00,"Hi, will this fit the Boss PSM 5 power supply/master switch pedal? Thanks a lot.","This fits all Boss pedals, as well as 99.99% of other pedals."
Musical_Instruments,B0002GZM00,Will this fit the Korg Volca series?,"No, actually the Korg Volca series requires a 600ma sized 9 vold adapter."
Musical_Instruments,B0002GZM00,How long is the cable between plugs?,It's about 12 inches between plugs.
Musical_Instruments,B0002GZM00,How long is the cable between plugs?,"About 12 inches between plugs, and, you can add another cable if you desire."
Musical_Instruments,B0002GZM00,Does this come with the power supply?,"It does not come with a power supply, but one end of the cable plugs in to a standard 9 volt power supply cable."
Musical_Instruments,B0002GZM00,Does this come with the power supply?,No. If it doesn't say/show the power plug.
Musical_Instruments,B0002GZM00,does it need a one spot or can it use a normal 9v plug?,The left most end as shown in the photo has a female connector. This connector should work for any 9v adapter that fits a standard pedal.I actually use it with a high current zoom 9v adapter.
Musical_Instruments,B0002H0GF0,Is this possible to just play and not connect it on the computer ?,"No, this is only a controller. You need to connect it to a computer with music/instrument software or a MIDI-compatible instrument (like a synthesizer)."
Musical_Instruments,B0002H0GF0,Is this possible to just play and not connect it on the computer ?,Unless you have other midi hardware it will have to be connected to a computer...
Musical_Instruments,B0002H0GF0,"Looking primarily to learn piano, but would sacrifice SFX of most boards to get midi; any downside to getting a midi to learn on?",Not at all. Most of the sound effects and things that you would eventually want will be available through software on your computer. Just note that this keyboard itself won't emit sound. Just MIDI commands. The sound will come from your computer.
Musical_Instruments,B0002H0GF0,Does it have a headphone port,"No.  the keyboard is a controller.  It has no sounds of it's own.  Therefore there is no audio out plug.  Only midi out.The audio out will come from the laptop, desktop or iPhone/iPod/iPad that you connect the board to.  That computer(or other) must have the instrument software.  You will also need headphones and or speakers."
Musical_Instruments,B0002H0GF0,how wide is the keyboard?,"The keybed (the part with the white and black keys) is 33 inches wide, while the entire case is closer to 39 inches wide."
Musical_Instruments,B0002H0GF0,how wide is the keyboard?,"KB is 38.5 inches overall, keys being 33 inches. Manual may help at: http://www.m-audio.com/images/global/manuals/050505-KSSeries_UG_EN01.pdf"
Musical_Instruments,B0002H0GF0,how wide is the keyboard?,The width is 9 inches.  Length 38 1/2 inches
Musical_Instruments,B0002H0GF0,how wide is the keyboard?,what cords do you need to hook this up to the mac
Musical_Instruments,B0002H0GF0,is this possible to connect to connect just an ipad .. and not on the computer?,"Hi Edmond! Yes! you can do it, but you should have an app (in the Ipad) to do it. BestPedro"
Musical_Instruments,B0002H0GF0,what type of power cable and transformer do you need?,"None. The power is provided through the USB cable. Connections to keyboard amount to USB cable, optional sustain pedal, and optional MIDI cable."
Musical_Instruments,B0002H0GF0,what type of power cable and transformer do you need?,No power cord required as it runs off of your USB port directly into your computer.
Musical_Instruments,B0002IHGZC,Why wouldn't you just buy a powerstrip and plug each of your pedals into it?  Or a Visual Sound one plug that connects all the chained effects?,More even voltage and current flow then using adapter for pedal.  Also all the pedals plug in to it so less power adapter cables running on the floor
Musical_Instruments,B0002IHGZC,Why wouldn't you just buy a powerstrip and plug each of your pedals into it?  Or a Visual Sound one plug that connects all the chained effects?,because your pedals would burn up if you tried to plug them directly to 110volts? guitar pedals work on voltages ranging from 9V to 18V. this power supply cleans up the power and provides a regulated voltage to your pedals. also keeps your pedal board neat by not having to resort to using single wall wart type of power supplies for each pedal. you could use the visual sound 1 spot but it only provides 1 x 9v output. if you have pedals with different voltage requirements it wont work.
Musical_Instruments,B0002IHGZC,Is this item 240V ready? or does it only operate on 120V?,"bscepter is correct.  From the Voodoo Lab PP2+ Manual, ""Pedal Power units purchased in North America should only be powered from 120VAC.  Attempting to use 220-240VAC mains directly will cause permanent damage to your Pedal Power!  You must use an appropriate stepdown transformer.""However, they do offer models with voltage appropriate to various regional markets, such as a 230V 50/60Hz model for Europe and Australia, as indicated here:  http://www.voodoolab.com/pedalpower_2.htm (scroll down to the specs table)"
Musical_Instruments,B0002IHGZC,Is this item 240V ready? or does it only operate on 120V?,"i'm not sure. it doesn't have an external transformer, so it may just be 120v. if you go to their website and check, it looks as if they make models for specific markets: http://www.voodoolab.com/pedalpower_2.htm"
Musical_Instruments,B0002IHGZC,Is this item 240V ready? or does it only operate on 120V?,"According to Voodoo Lab the Pedal Power 2 Plus is available in 3 models. They offer one for North America (120vac in @ 50/60Hz), one for Japan (100vac in @ 60Hz) and one for Europe and Australia (230vac in @ 50/60Hz)."
Musical_Instruments,B0002IHGZC,what are the dimensions of this box?,"6.0"" wide x 3.4"" deep x 1.75"" tall (152x86x45mm)Weight 2 lbs. (0.9 kg)."
Musical_Instruments,B0002IHGZC,what are the dimensions of this box?,Dimensions (W x D x H): 6 x 3.4 x 1.75 inches (152 x 86 x 45 mm)
Musical_Instruments,B0002IHGZC,Does this come with a master on/off switch?,"No, once plugged in, it's on. No switch to turn it off."
Musical_Instruments,B0002IHGZC,Does this come with a master on/off switch?,"There is no switch on the unit, it's always on when you plug it in."
Musical_Instruments,B0002IHGZC,Does this come with a master on/off switch?,"Nope.  It was designed to be installed on the underside of a Pedaltrain-style board; there is a template with it to drill the screw holes in the right places.  It's a ""install and forget about it"" device.  No switches, knobs, etc."
Musical_Instruments,B0002IHGZC,Does this come with a master on/off switch?,"No on or off switch, you can unplug it if you want it off.-Pro Audio Land"
Musical_Instruments,B0002IHGZC,Does this come with a master on/off switch?,"No, there is no master on/off switch."
Musical_Instruments,B0002KWVXW,"Are these truly passive pickups like in the description, or active pickups as the image appears to indicate?","passive, no batteries here"
Musical_Instruments,B0002KWVXW,not include the case?,This does not have a case.
Musical_Instruments,B0002KWVXW,Is it a 5 string as the title says? or a 4 string as the picture indicates?,This is in fact a 5 string. Amazon has the incorrect photo in their catalog. Thanks! ~The Music Farm 330-546-7076
Musical_Instruments,B0002KZQFC,does it need a amp,"Yes, it can either output to headphones or to an amp but has no integrated speaker."
Musical_Instruments,B0002KZQFC,does it need a amp,"No, you can play with headphones on preamp only"
Musical_Instruments,B0002KZQFC,does it need a amp,It has a headphone out jack so not really.
Musical_Instruments,B0002KZQFC,does it need a amp,"Yes, this box goes between the guitar & the amp to modify the sound of the guitar.Without an amp, you can plug headphones into this box"
Musical_Instruments,B0002KZQFC,does it need a amp,"It is an amp, but it's not a speaker.  If you want to hear it, you need to connect it to something with a speaker or other output mechanism."
Musical_Instruments,B0002KZQFC,"Does this pedal have a distortion mode, for metal power chord songs?","Yes, you've some modes than you can tune if you want too"
